RESULTADO;WELLBOAT;dia;mes;año
POSITIVO;QUEILEN;12;1;2018
NEGATIVO;PANIAHUE;15;1;2018
NEGATIVO;QUEILEN;15;1;2018
NEGATIVO;HEIMDALL;15;1;2018
NEGATIVO;SEIFYR;15;1;2018
NEGATIVO;SEIKAPP;15;1;2018
NEGATIVO;ORCA ONA;15;1;2018
NEGATIVO;LINDA MARIJKE;16;1;2018
NEGATIVO;FORSETI;16;1;2018
NEGATIVO;PANIAHUE;16;1;2018
NEGATIVO;QUEILEN;16;1;2018
NEGATIVO;PANIAHUE;17;1;2018
NEGATIVO;SEIFYR;17;1;2018
NEGATIVO;RIO DULCE 3;17;1;2018
NEGATIVO;QUEILEN;17;1;2018
NEGATIVO;SEIKAPP;17;1;2018
NEGATIVO;VALI;17;1;2018
NEGATIVO;RIO DULCE 2;17;1;2018
NEGATIVO;RIO DULCE 2;18;1;2018
NEGATIVO;PANIAHUE;18;1;2018
NEGATIVO;GRIP SUPERIOR;18;1;2018
NEGATIVO;LINDA MARIJKE;18;1;2018
NEGATIVO;RONIA AUSTRAL;18;1;2018
NEGATIVO;QUEILEN;18;1;2018
POSITIVO;PATAGON 4;18;1;2018
POSITIVO;PATAGON 8;19;1;2018
POSITIVO;PATAGON 8;19;1;2018
NEGATIVO;HEIMDALL;19;1;2018
POSITIVO;PATAGON 8;19;1;2018
NEGATIVO;RIO DULCE 3;19;1;2018
POSITIVO;RIO DULCE 3;19;1;2018
POSITIVO;HEIMDALL;19;1;2018
POSITIVO;HEIMDALL;19;1;2018
NEGATIVO;QUEILEN;19;1;2018
NEGATIVO;FORSETI;19;1;2018
NEGATIVO;RONIA AUSTRAL;20;1;2018
POSITIVO;PATAGON 5;20;1;2018
NEGATIVO;QUEILEN;20;1;2018
NEGATIVO;VALI;20;1;2018
NEGATIVO;PATAGON 8;20;1;2018
NEGATIVO;RIO DULCE 2;20;1;2018
NEGATIVO;PANIAHUE;20;1;2018
POSITIVO;PANIAHUE;20;1;2018
NEGATIVO;LINDA MARIJKE;22;1;2018
NEGATIVO;LOKI;22;1;2018
POSITIVO;LOKI;22;1;2018
POSITIVO;LOKI;22;1;2018
NEGATIVO;PATAGON 8;22;1;2018
POSITIVO;PATAGON 8;22;1;2018
POSITIVO;PATAGON 8;22;1;2018
NEGATIVO;QUEILEN;22;1;2018
POSITIVO;QUEILEN;22;1;2018
NEGATIVO;HEIMDALL;22;1;2018
POSITIVO;HEIMDALL;22;1;2018
NEGATIVO;RIO DULCE 2;22;1;2018
NEGATIVO;RIO DULCE 2;22;1;2018
POSITIVO;RIO DULCE 3;22;1;2018
POSITIVO;RIO DULCE 3;22;1;2018
NEGATIVO;RONIA PACIFIC;22;1;2018
NEGATIVO;QUEILEN;22;1;2018
NEGATIVO;VALI;22;1;2018
NEGATIVO;PATAGON 7;22;1;2018
POSITIVO;PATAGON 7;22;1;2018
POSITIVO;PATAGON 7;22;1;2018
NEGATIVO;SEIFYR;22;1;2018
POSITIVO;SEIFYR;22;1;2018
POSITIVO;LINDA MARIJKE;22;1;2018
NEGATIVO;PATAGON 8;23;1;2018
POSITIVO;PATAGON 8;23;1;2018
POSITIVO;PATAGON 8;23;1;2018
POSITIVO;PATAGON 8;23;1;2018
NEGATIVO;QUEILEN;23;1;2018
NEGATIVO;RONIA AUSTRAL;23;1;2018
NEGATIVO;FORSETI;23;1;2018
POSITIVO;FORSETI;23;1;2018
NEGATIVO;LOKI;23;1;2018
POSITIVO;LOKI;23;1;2018
POSITIVO;LOKI;23;1;2018
NEGATIVO;RIO DULCE 2;23;1;2018
NEGATIVO;SEIKAPP;24;1;2018
NEGATIVO;RIO DULCE 2;24;1;2018
POSITIVO;LINDA MARIJKE;24;1;2018
POSITIVO;LINDA MARIJKE;24;1;2018
POSITIVO;LINDA MARIJKE;24;1;2018
POSITIVO;SEIKAPP;24;1;2018
NEGATIVO;SEIFYR;24;1;2018
POSITIVO;SEIFYR;24;1;2018
NEGATIVO;QUEILEN;24;1;2018
NEGATIVO;SEINES;24;1;2018
POSITIVO;SEINES;24;1;2018
POSITIVO;SEINES;24;1;2018
NEGATIVO;VALI;25;1;2018
NEGATIVO;FORSETI;25;1;2018
NEGATIVO;RONIA AUSTRAL;25;1;2018
NEGATIVO;PATAGON 8;25;1;2018
POSITIVO;PATAGON 8;25;1;2018
NEGATIVO;HEIMDALL;25;1;2018
POSITIVO;HEIMDALL;25;1;2018
NEGATIVO;QUEILEN;25;1;2018
POSITIVO;QUEILEN;25;1;2018
POSITIVO;LINDA MARIJKE;25;1;2018
NEGATIVO;SEIKAPP;26;1;2018
POSITIVO;SEIKAPP;26;1;2018
NEGATIVO;QUEILEN;26;1;2018
NEGATIVO;RIO DULCE 3;27;1;2018
POSITIVO;RIO DULCE 3;27;1;2018
NEGATIVO;FRIGG;27;1;2018
NEGATIVO;PATAGON 8;27;1;2018
POSITIVO;PATAGON 8;27;1;2018
NEGATIVO;QUEILEN;27;1;2018
POSITIVO;TYR;27;1;2018
POSITIVO;TYR;27;1;2018
POSITIVO;TYR;27;1;2018
NEGATIVO;PATAGON 4;28;1;2018
POSITIVO;PATAGON 4;28;1;2018
POSITIVO;PATAGON 4;28;1;2018
POSITIVO;VALI;28;1;2018
POSITIVO;VALI;28;1;2018
POSITIVO;VALI;28;1;2018
POSITIVO;VALI;28;1;2018
POSITIVO;LINDA MARIJKE;28;1;2018
POSITIVO;LINDA MARIJKE;28;1;2018
POSITIVO;LINDA MARIJKE;28;1;2018
POSITIVO;LINDA MARIJKE;28;1;2018
NEGATIVO;GRIP SUPERIOR;28;1;2018
POSITIVO;GRIP SUPERIOR;28;1;2018
POSITIVO;GRIP SUPERIOR;28;1;2018
NEGATIVO;HEIMDALL;28;1;2018
NEGATIVO;RONIA ATLANTIC;28;1;2018
POSITIVO;RONIA ATLANTIC;28;1;2018
NEGATIVO;PATAGON 8;29;1;2018
POSITIVO;PATAGON 8;29;1;2018
POSITIVO;PATAGON 8;29;1;2018
NEGATIVO;SEIFYR;29;1;2018
POSITIVO;SEIFYR;29;1;2018
POSITIVO;SEIFYR;29;1;2018
NEGATIVO;RIO DULCE 2;29;1;2018
NEGATIVO;SEINES;29;1;2018
POSITIVO;SEINES;29;1;2018
POSITIVO;SEINES;29;1;2018
NEGATIVO;SEIKAPP;29;1;2018
POSITIVO;SEIKAPP;29;1;2018
POSITIVO;RIO DULCE 2;30;1;2018
NEGATIVO;LINDA MARIJKE;30;1;2018
POSITIVO;LINDA MARIJKE;30;1;2018
POSITIVO;LINDA MARIJKE;30;1;2018
NEGATIVO;RONIA PACIFIC;30;1;2018
NEGATIVO;HEIMDALL;30;1;2018
POSITIVO;HEIMDALL;30;1;2018
POSITIVO;HEIMDALL;30;1;2018
NEGATIVO;SEIKAPP;31;1;2018
POSITIVO;SEIKAPP;31;1;2018
POSITIVO;SEIKAPP;31;1;2018
NEGATIVO;PATAGON 8;31;1;2018
POSITIVO;PATAGON 8;31;1;2018
POSITIVO;QUEILEN;31;1;2018
POSITIVO;QUEILEN;31;1;2018
POSITIVO;QUEILEN;31;1;2018
POSITIVO;QUEILEN;31;1;2018
NEGATIVO;RIO DULCE 2;31;1;2018
NEGATIVO;GRIP PACIFIC;1;2;2018
POSITIVO;GRIP PACIFIC;1;2;2018
NEGATIVO;SEINES;1;2;2018
POSITIVO;SEINES;1;2;2018
NEGATIVO;PATAGON 8;1;2;2018
POSITIVO;PATAGON 8;1;2;2018
NEGATIVO;SEIFYR;1;2;2018
NEGATIVO;HEIMDALL;1;2;2018
POSITIVO;HEIMDALL;1;2;2018
POSITIVO;HEIMDALL;1;2;2018
NEGATIVO;RONIA ATLANTIC;1;2;2018
POSITIVO;RONIA ATLANTIC;1;2;2018
POSITIVO;VALI;1;2;2018
POSITIVO;VALI;1;2;2018
POSITIVO;VALI;1;2;2018
POSITIVO;VALI;1;2;2018
NEGATIVO;PATAGON 7;2;2;2018
POSITIVO;PATAGON 7;2;2;2018
POSITIVO;PATAGON 7;2;2;2018
NEGATIVO;SEIGRUNN;2;2;2018
POSITIVO;SEIGRUNN;2;2;2018
POSITIVO;SEIGRUNN;2;2;2018
NEGATIVO;LINDA MARIJKE;2;2;2018
POSITIVO;RIO DULCE 2;2;2;2018
POSITIVO;RIO DULCE 2;2;2;2018
POSITIVO;RIO DULCE 2;2;2;2018
POSITIVO;RIO DULCE 2;2;2;2018
NEGATIVO;QUEILEN;2;2;2018
POSITIVO;QUEILEN;3;2;2018
POSITIVO;PATAGON 8;3;2;2018
POSITIVO;PATAGON 8;3;2;2018
NEGATIVO;RONIA PACIFIC;3;2;2018
POSITIVO;RONIA PACIFIC;3;2;2018
POSITIVO;RONIA PACIFIC;3;2;2018
POSITIVO;RONIA PACIFIC;3;2;2018
NEGATIVO;SEINES;3;2;2018
NEGATIVO;PANIAHUE;3;2;2018
POSITIVO;PANIAHUE;3;2;2018
NEGATIVO;HEIMDALL;3;2;2018
POSITIVO;LOKI;4;2;2018
POSITIVO;LOKI;4;2;2018
NEGATIVO;HEIMDALL;4;2;2018
POSITIVO;HEIMDALL;4;2;2018
POSITIVO;HEIMDALL;4;2;2018
NEGATIVO;RIO DULCE 2;4;2;2018
POSITIVO;RIO DULCE 2;4;2;2018
NEGATIVO;PANIAHUE;4;2;2018
POSITIVO;PANIAHUE;4;2;2018
POSITIVO;PANIAHUE;4;2;2018
POSITIVO;PANIAHUE;4;2;2018
NEGATIVO;SEINES;4;2;2018
NEGATIVO;FORSETI;4;2;2018
NEGATIVO;RONIA ATLANTIC;4;2;2018
POSITIVO;RONIA ATLANTIC;4;2;2018
NEGATIVO;VALI;4;2;2018
NEGATIVO;SEIKAPP;4;2;2018
NEGATIVO;QUEILEN;4;2;2018
POSITIVO;QUEILEN;4;2;2018
NEGATIVO;PATAGON 8;4;2;2018
NEGATIVO;VALI;5;2;2018
NEGATIVO;SEIFYR;5;2;2018
NEGATIVO;PATAGON 8;5;2;2018
POSITIVO;PATAGON 8;5;2;2018
NEGATIVO;GRIP PACIFIC;5;2;2018
NEGATIVO;LOKI;5;2;2018
NEGATIVO;QUEILEN;6;2;2018
NEGATIVO;RONIA PACIFIC;6;2;2018
POSITIVO;RONIA PACIFIC;6;2;2018
NEGATIVO;LOKI;6;2;2018
NEGATIVO;HEIMDALL;6;2;2018
POSITIVO;HEIMDALL;6;2;2018
NEGATIVO;SEIKAPP;6;2;2018
NEGATIVO;PATAGON 8;6;2;2018
POSITIVO;PATAGON 8;6;2;2018
NEGATIVO;PANIAHUE;7;2;2018
POSITIVO;QUEILEN;7;2;2018
POSITIVO;QUEILEN;7;2;2018
NEGATIVO;QUEILEN;7;2;2018
NEGATIVO;VALI;7;2;2018
NEGATIVO;LINDA MARIJKE;7;2;2018
NEGATIVO;LOKI;8;2;2018
NEGATIVO;PATAGON 8;8;2;2018
NEGATIVO;QUEILEN;8;2;2018
NEGATIVO;HEIMDALL;8;2;2018
NEGATIVO;PANIAHUE;8;2;2018
NEGATIVO;RONIA ATLANTIC;8;2;2018
NEGATIVO;RIO DULCE 3;8;2;2018
NEGATIVO;QUEILEN;9;2;2018
NEGATIVO;SEIFYR;9;2;2018
NEGATIVO;PATAGON 8;9;2;2018
NEGATIVO;SEINES;9;2;2018
NEGATIVO;RIO DULCE 3;10;2;2018
NEGATIVO;SEISTROM;10;2;2018
POSITIVO;HEIMDALL;10;2;2018
POSITIVO;HEIMDALL;10;2;2018
POSITIVO;HEIMDALL;10;2;2018
NEGATIVO;HEIMDALL;10;2;2018
NEGATIVO;RONIA ATLANTIC;11;2;2018
NEGATIVO;SEIKAPP;11;2;2018
NEGATIVO;SEINES;11;2;2018
NEGATIVO;LINDA MARIJKE;11;2;2018
NEGATIVO;RONIA PACIFIC;11;2;2018
POSITIVO;PATAGON 8;11;2;2018
POSITIVO;PATAGON 8;11;2;2018
NEGATIVO;PATAGON 8;11;2;2018
POSITIVO;RIO DULCE 3;11;2;2018
POSITIVO;QUEILEN;11;2;2018
POSITIVO;SEIFYR;11;2;2018
NEGATIVO;RIO DULCE 3;12;2;2018
POSITIVO;CACIQUE 1;12;2;2018
NEGATIVO;CACIQUE 1;12;2;2018
POSITIVO;QUEILEN;12;2;2018
POSITIVO;QUEILEN;12;2;2018
NEGATIVO;SEINES;12;2;2018
POSITIVO;HEIMDALL;12;2;2018
NEGATIVO;HEIMDALL;12;2;2018
POSITIVO;SEIGRUNN;12;2;2018
NEGATIVO;SEIGRUNN;12;2;2018
POSITIVO;SEIFYR;12;2;2018
POSITIVO;SEIFYR;12;2;2018
NEGATIVO;SEIFYR;12;2;2018
NEGATIVO;PATAGON 8;13;2;2018
NEGATIVO;BUCALEMU;13;2;2018
NEGATIVO;SEIGRUNN;13;2;2018
POSITIVO;RONIA ATLANTIC;13;2;2018
NEGATIVO;SEINES;14;2;2018
NEGATIVO;BUCALEMU;14;2;2018
POSITIVO;RONIA ATLANTIC;14;2;2018
NEGATIVO;RONIA ATLANTIC;14;2;2018
POSITIVO;SEIKAPP;14;2;2018
NEGATIVO;SEIKAPP;14;2;2018
NEGATIVO;RONIA AUSTRAL;14;2;2018
POSITIVO;HEIMDALL;14;2;2018
POSITIVO;HEIMDALL;14;2;2018
NEGATIVO;HEIMDALL;14;2;2018
NEGATIVO;PATAGON 8;14;2;2018
POSITIVO;QUEILEN;14;2;2018
POSITIVO;QUEILEN;14;2;2018
POSITIVO;QUEILEN;14;2;2018
POSITIVO;QUEILEN;14;2;2018
POSITIVO;VALI;14;2;2018
NEGATIVO;VALI;15;2;2018
POSITIVO;LINDA MARIJKE;15;2;2018
NEGATIVO;LINDA MARIJKE;15;2;2018
NEGATIVO;SEIGRUNN;15;2;2018
NEGATIVO;RIO DULCE 3;15;2;2018
NEGATIVO;SEINES;15;2;2018
NEGATIVO;SEIFYR;15;2;2018
NEGATIVO;QUEILEN;15;2;2018
NEGATIVO;PATAGON 8;15;2;2018
NEGATIVO;CACIQUE 1;15;2;2018
NEGATIVO;PANIAHUE;15;2;2018
NEGATIVO;SEIKAPP;16;2;2018
NEGATIVO;QUEILEN;16;2;2018
POSITIVO;HEIMDALL;16;2;2018
POSITIVO;HEIMDALL;16;2;2018
POSITIVO;HEIMDALL;16;2;2018
NEGATIVO;HEIMDALL;16;2;2018
POSITIVO;SEIGRUNN;16;2;2018
NEGATIVO;SEIGRUNN;16;2;2018
NEGATIVO;RIO DULCE 3;16;2;2018
NEGATIVO;LOKI;17;2;2018
NEGATIVO;SEINES;17;2;2018
NEGATIVO;PANIAHUE;17;2;2018
NEGATIVO;RONIA ATLANTIC;17;2;2018
NEGATIVO;QUEILEN;17;2;2018
NEGATIVO;TYR;17;2;2018
NEGATIVO;SEIGRUNN;18;2;2018
NEGATIVO;LINDA MARIJKE;18;2;2018
NEGATIVO;GRIP PACIFIC;18;2;2018
NEGATIVO;VALI;18;2;2018
NEGATIVO;SEINES;18;2;2018
NEGATIVO;SEISTROM;18;2;2018
NEGATIVO;RONIA PACIFIC;18;2;2018
NEGATIVO;CACIQUE 1;18;2;2018
NEGATIVO;SEIKAPP;18;2;2018
NEGATIVO;PATAGON 8;19;2;2018
NEGATIVO;PANIAHUE;19;2;2018
NEGATIVO;LOKI;19;2;2018
NEGATIVO;SEIGRUNN;19;2;2018
NEGATIVO;TYR;19;2;2018
NEGATIVO;Seistrom;19;2;2018
NEGATIVO;SEINES;19;2;2018
NEGATIVO;CACIQUE 1;19;2;2018
NEGATIVO;LINDA MARIJKE;19;2;2018
NEGATIVO;PANIAHUE;19;2;2018
NEGATIVO;PANIAHUE;20;2;2018
NEGATIVO;CACIQUE 1;20;2;2018
NEGATIVO;SEIFYR;20;2;2018
NEGATIVO;PATAGON 8;20;2;2018
NEGATIVO;SEISTROM;20;2;2018
NEGATIVO;VALI;20;2;2018
NEGATIVO;RONIA PACIFIC;21;2;2018
NEGATIVO;CACIQUE 1;21;2;2018
NEGATIVO;LOKI;21;2;2018
NEGATIVO;SEIKAPP;21;2;2018
NEGATIVO;SEIGRUNN;21;2;2018
NEGATIVO;RIO DULCE 3;21;2;2018
NEGATIVO;PATAGON 8;22;2;2018
NEGATIVO;PANIAHUE;22;2;2018
NEGATIVO;RONIA ATLANTIC;22;2;2018
NEGATIVO;LINDA MARIJKE;22;2;2018
NEGATIVO;CACIQUE 1;22;2;2018
NEGATIVO;SEIFYR;22;2;2018
NEGATIVO;RONIA AUSTRAL;22;2;2018
NEGATIVO;GRIP PACIFIC;22;2;2018
NEGATIVO;TYR;22;2;2018
NEGATIVO;RIO DULCE 3;22;2;2018
NEGATIVO;PATAGON 8;22;2;2018
NEGATIVO;LOKI;23;2;2018
NEGATIVO;SEIGRUNN;23;2;2018
NEGATIVO;VALI;23;2;2018
NEGATIVO;CACIQUE 1;23;2;2018
NEGATIVO;PATAGON 8;23;2;2018
NEGATIVO;PANIAHUE;23;2;2018
NEGATIVO;TYR;23;2;2018
NEGATIVO;SEIKAPP;23;2;2018
NEGATIVO;QUEILEN;23;2;2018
NEGATIVO;LOKI;24;2;2018
NEGATIVO;SEIFYR;24;2;2018
NEGATIVO;RONIA PACIFIC;24;2;2018
NEGATIVO;QUEILEN;24;2;2018
NEGATIVO;SEISTROM;24;2;2018
NEGATIVO;VALI;24;2;2018
NEGATIVO;PANIAHUE;24;2;2018
NEGATIVO;LINDA MARIJKE;25;2;2018
NEGATIVO;PATAGON 8;25;2;2018
NEGATIVO;SEIGRUNN;25;2;2018
NEGATIVO;LOKI;25;2;2018
NEGATIVO;HEIMDALL;25;2;2018
NEGATIVO;TYR;25;2;2018
NEGATIVO;SEISTROM;25;2;2018
NEGATIVO;PANIAHUE;26;2;2018
NEGATIVO;SEIKAPP;26;2;2018
NEGATIVO;CACIQUE 1;26;2;2018
NEGATIVO;RIO DULCE 3;26;2;2018
NEGATIVO;SEIGRUNN;26;2;2018
NEGATIVO;RONIA AUSTRAL;26;2;2018
NEGATIVO;VALI;26;2;2018
NEGATIVO;RONIA PACIFIC;26;2;2018
NEGATIVO;RONIA ATLANTIC;26;2;2018
NEGATIVO;PATAGON 8;26;2;2018
NEGATIVO;SEISTROM;26;2;2018
NEGATIVO;LOKI;26;2;2018
POSITIVO;LINDA MARIJKE;26;2;2018
NEGATIVO;LINDA MARIJKE;27;2;2018
NEGATIVO;TYR;27;2;2018
NEGATIVO;SEIGRUNN;27;2;2018
NEGATIVO;SEINES;27;2;2018
NEGATIVO;PATAGON 8;27;2;2018
NEGATIVO;SEIFYR;27;2;2018
NEGATIVO;VALI;28;2;2018
NEGATIVO;CACIQUE 1;28;2;2018
NEGATIVO;LOKI;28;2;2018
NEGATIVO;SEIKAPP;28;2;2018
NEGATIVO;PANIAHUE;28;2;2018
NEGATIVO;GRIP PACIFIC;28;2;2018
NEGATIVO;RONIA PACIFIC;28;2;2018
NEGATIVO;SEIGRUNN;1;3;2018
NEGATIVO;SEINES;1;3;2018
NEGATIVO;RONIA ATLANTIC;1;3;2018
NEGATIVO;SEIFYR;1;3;2018
NEGATIVO;TYR;1;3;2018
NEGATIVO;RONIA AUSTRAL;1;3;2018
NEGATIVO;QUEILEN;1;3;2018
NEGATIVO;SEIGRUNN;2;3;2018
NEGATIVO;SEINES;2;3;2018
NEGATIVO;PANIAHUE;2;3;2018
NEGATIVO;VALI;2;3;2018
NEGATIVO;RIO DULCE 3;2;3;2018
NEGATIVO;RIO DULCE 2;3;3;2018
NEGATIVO;SEIGRUNN;3;3;2018
NEGATIVO;TYR;3;3;2018
NEGATIVO;BUCALEMU;3;3;2018
NEGATIVO;SEINES;3;3;2018
NEGATIVO;LOKI;3;3;2018
NEGATIVO;RONIA AUSTRAL;4;3;2018
NEGATIVO;SEIKAPP;4;3;2018
NEGATIVO;PATAGON 8;4;3;2018
NEGATIVO;SEIGRUNN;4;3;2018
NEGATIVO;BUCALEMU;4;3;2018
NEGATIVO;VALI;4;3;2018
NEGATIVO;QUEILEN;4;3;2018
NEGATIVO;RIO DULCE 2;4;3;2018
NEGATIVO;SEINES;4;3;2018
NEGATIVO;SEIFYR;5;3;2018
NEGATIVO;LOKI;5;3;2018
NEGATIVO;SEIGRUNN;5;3;2018
NEGATIVO;TYR;5;3;2018
NEGATIVO;RONIA PACIFIC;5;3;2018
NEGATIVO;PATAGON 8;5;3;2018
NEGATIVO;RIO DULCE 3;5;3;2018
NEGATIVO;SEINES;5;3;2018
NEGATIVO;SEIKAPP;6;3;2018
NEGATIVO;RONIA AUSTRAL;6;3;2018
NEGATIVO;QUEILEN;6;3;2018
NEGATIVO;LOKI;6;3;2018
NEGATIVO;VALI;6;3;2018
NEGATIVO;RIO DULCE 2;6;3;2018
NEGATIVO;PATAGON 8;6;3;2018
NEGATIVO;SEIGRUNN;6;3;2018
NEGATIVO;SEINES;7;3;2018
NEGATIVO;SEIFYR;7;3;2018
NEGATIVO;PANIAHUE;7;3;2018
NEGATIVO;TYR;7;3;2018
NEGATIVO;LOKI;7;3;2018
NEGATIVO;RIO DULCE 3;7;3;2018
NEGATIVO;QUEILEN;7;3;2018
NEGATIVO;SEINES;8;3;2018
NEGATIVO;RONIA AUSTRAL;8;3;2018
NEGATIVO;PATAGON 8;8;3;2018
NEGATIVO;SEIGRUNN;8;3;2018
NEGATIVO;LOKI;8;3;2018
NEGATIVO;SEIKAPP;9;3;2018
NEGATIVO;QUEILEN;9;3;2018
NEGATIVO;SEINES;9;3;2018
NEGATIVO;TYR;9;3;2018
NEGATIVO;RONIA PACIFIC;9;3;2018
NEGATIVO;PANIAHUE;9;3;2018
NEGATIVO;GRIP PACIFIC;10;3;2018
NEGATIVO;LOKI;10;3;2018
NEGATIVO;SEIGRUNN;10;3;2018
NEGATIVO;PATAGON 7;10;3;2018
NEGATIVO;SEINES;10;3;2018
NEGATIVO;BUCALEMU;10;3;2018
NEGATIVO;FRIGG;10;3;2018
NEGATIVO;SEIFYR;11;3;2018
NEGATIVO;SAGA;11;3;2018
NEGATIVO;RIO DULCE 3;11;3;2018
NEGATIVO;GRIP SUPERIOR;11;3;2018
NEGATIVO;TYR;11;3;2018
NEGATIVO;RIO DULCE 2;11;3;2018
NEGATIVO;PANIAHUE;11;3;2018
NEGATIVO;LOKI;11;3;2018
NEGATIVO;SEINES;11;3;2018
NEGATIVO;VALI;11;3;2018
NEGATIVO;PATAGON 7;11;3;2018
NEGATIVO;SEIGRUNN;11;3;2018
NEGATIVO;QUEILEN;11;3;2018
NEGATIVO;ORCA CHONO;12;3;2018
NEGATIVO;RONIA AUSTRAL;12;3;2018
NEGATIVO;SEIKAPP;12;3;2018
NEGATIVO;BUCALEMU;12;3;2018
NEGATIVO;SAGA;12;3;2018
NEGATIVO;SEINES;12;3;2018
NEGATIVO;GRIP PACIFIC;12;3;2018
NEGATIVO;RONIA PACIFIC;12;3;2018
NEGATIVO;PATAGON 7;13;3;2018
NEGATIVO;SEIGRUNN;13;3;2018
NEGATIVO;LOKI;13;3;2018
NEGATIVO;FRIGG;13;3;2018
NEGATIVO;SEIFYR;13;3;2018
NEGATIVO;QUEILEN;13;3;2018
NEGATIVO;RIO DULCE 2;13;3;2018
NEGATIVO;TYR;13;3;2018
NEGATIVO;VALI;13;3;2018
NEGATIVO;PANIAHUE;14;3;2018
NEGATIVO;SAGA;14;3;2018
NEGATIVO;SEINES;14;3;2018
NEGATIVO;LOKI;14;3;2018
NEGATIVO;SEIGRUNN;14;3;2018
NEGATIVO;PATAGON 7;14;3;2018
NEGATIVO;RIO DULCE 3;15;3;2018
NEGATIVO;QUEILEN;15;3;2018
NEGATIVO;GRIP PACIFIC;15;3;2018
NEGATIVO;SEIFYR;15;3;2018
NEGATIVO;TYR;16;3;2018
NEGATIVO;PANIAHUE;16;3;2018
NEGATIVO;RIO DULCE 2;16;3;2018
NEGATIVO;VALI;16;3;2018
NEGATIVO;RONIA PACIFIC;16;3;2018
NEGATIVO;SEIKAPP;16;3;2018
NEGATIVO;SEIGRUNN;16;3;2018
NEGATIVO;CACIQUE 1;16;3;2018
NEGATIVO;LOKI;16;3;2018
NEGATIVO;PATAGON 7;16;3;2018
NEGATIVO;PANIAHUE;17;3;2018
NEGATIVO;SEINES;17;3;2018
NEGATIVO;QUEILEN;17;3;2018
NEGATIVO;SEIGRUNN;17;3;2018
NEGATIVO;LOKI;18;3;2018
NEGATIVO;SEIFYR;18;3;2018
NEGATIVO;PATAGON 7;18;3;2018
NEGATIVO;TYR;18;3;2018
NEGATIVO;QUEILEN;18;3;2018
NEGATIVO;VALI;18;3;2018
NEGATIVO;RIO DULCE 2;18;3;2018
NEGATIVO;RONIA PACIFIC;18;3;2018
NEGATIVO;SEIGRUNN;19;3;2018
NEGATIVO;SEIKAPP;19;3;2018
NEGATIVO;GRIP PACIFIC;19;3;2018
NEGATIVO;LOKI;19;3;2018
NEGATIVO;FRIGG;19;3;2018
NEGATIVO;PATAGON 8;19;3;2018
NEGATIVO;SAGA;19;3;2018
NEGATIVO;QUEILEN;19;3;2018
NEGATIVO;RONIA AUSTRAL;19;3;2018
NEGATIVO;PANIAHUE;19;3;2018
NEGATIVO;TYR;19;3;2018
NEGATIVO;PATAGON 5;19;3;2018
NEGATIVO;SEIGRUNN;20;3;2018
NEGATIVO;RIO DULCE 2;20;3;2018
NEGATIVO;LOKI;20;3;2018
NEGATIVO;FRIGG;20;3;2018
NEGATIVO;SEIFYR;20;3;2018
NEGATIVO;VALI;20;3;2018
NEGATIVO;PATAGON 8;20;3;2018
NEGATIVO;PANIAHUE;20;3;2018
NEGATIVO;TYR;21;3;2018
NEGATIVO;SEIGRUNN;21;3;2018
NEGATIVO;RIO DULCE 3;21;3;2018
NEGATIVO;SAGA;21;3;2018
NEGATIVO;RONIA PACIFIC;21;3;2018
NEGATIVO;QUEILEN;21;3;2018
NEGATIVO;LOKI;21;3;2018
NEGATIVO;PATAGON 7;21;3;2018
NEGATIVO;SEIKAPP;22;3;2018
NEGATIVO;RIO DULCE 2;22;3;2018
NEGATIVO;TYR;22;3;2018
NEGATIVO;VALI;22;3;2018
NEGATIVO;QUEILEN;23;3;2018
NEGATIVO;RONIA AUSTRAL;23;3;2018
NEGATIVO;SEINES;23;3;2018
NEGATIVO;SEIFYR;23;3;2018
NEGATIVO;GRIP PACIFIC;23;3;2018
NEGATIVO;PATAGON 7;23;3;2018
NEGATIVO;SAGA;23;3;2018
NEGATIVO;RONIA PACIFIC;23;3;2018
NEGATIVO;LOKI;23;3;2018
NEGATIVO;FRIGG;23;3;2018
NEGATIVO;PANIAHUE;23;3;2018
NEGATIVO;CACIQUE 1;23;3;2018
NEGATIVO;GRIP SUPERIOR;24;3;2018
NEGATIVO;SEINES;24;3;2018
NEGATIVO;RONIA ATLANTIC;24;3;2018
NEGATIVO;QUEILEN;24;3;2018
NEGATIVO;PATAGON 7;24;3;2018
NEGATIVO;SEISTROM;24;3;2018
NEGATIVO;PANIAHUE;24;3;2018
NEGATIVO;LOKI;24;3;2018
NEGATIVO;SEIFYR;25;3;2018
NEGATIVO;CACIQUE 1;25;3;2018
NEGATIVO;GRIP SUPERIOR;25;3;2018
NEGATIVO;SEINES;25;3;2018
NEGATIVO;PATAGON 6;25;3;2018
NEGATIVO;QUEILEN;25;3;2018
NEGATIVO;SEIGRUNN;25;3;2018
NEGATIVO;PATAGON 7;25;3;2018
NEGATIVO;TYR;26;3;2018
NEGATIVO;PANIAHUE;26;3;2018
NEGATIVO;RIO DULCE 3;26;3;2018
NEGATIVO;RONIA PACIFIC;26;3;2018
NEGATIVO;SEIKAPP;27;3;2018
NEGATIVO;PATAGON 7;27;3;2018
NEGATIVO;TYR;27;3;2018
NEGATIVO;SEIFYR;27;3;2018
NEGATIVO;VALI;27;3;2018
NEGATIVO;QUEILEN;27;3;2018
